record_id,employee_id,employee_full_name,department,job_title,pay_period_start,pay_period_end,pay_month,base_salary_monthly,bonus,overtime_hours,overtime_pay,deductions,net_pay,pay_date,payment_method,currency_code
162,162,Raimondo Elderkin,Human Resources,Sales Associate,5/16/2025,1/21/2025,21,12726.59,7232.19,59.6,1794.5,1446.85,20306.43,7/9/2025,062203269,RUB
163,163,Nelia Gayter,Accounting,Software Engineer I,12/27/2026,8/8/2024,30,12485.58,14076.74,28.7,2919.91,3735.76,25746.47,9/23/2024,107006004,IDR
164,164,Karilynn Habbes,Accounting,Geologist II,2/8/2025,2/7/2024,70,3586.22,2240.41,20.2,1583.11,355.66,7054.08,11/2/2025,065500752,TJS
165,165,Filia Brimming,Research and Development,Geologist II,7/4/2025,4/25/2024,70,16480.85,11863.73,10.8,5189.16,4831.48,28702.26,8/7/2025,083905892,CNY
166,166,Roi Peiser,Research and Development,Accountant IV,6/3/2024,10/25/2025,80,8254.65,15202.39,1.6,3138.53,6673.45,19922.12,4/10/2025,113114294,BRL
167,167,Lindsay Trevino,Human Resources,Junior Executive,11/25/2025,6/7/2024,33,9541.84,16903.96,27.0,2876.02,119.71,29202.11,4/16/2024,091014898,ILS
168,168,Muffin Medlar,Research and Development,Legal Assistant,8/26/2024,9/1/2024,91,18303.04,12262.49,28.3,4489.85,6290.65,28764.73,7/25/2026,122105647,RUB
169,169,Ellsworth Hayworth,Business Development,Project Manager,1/18/2024,7/18/2025,68,12637.23,3183.04,49.1,5959.78,6490.57,15289.48,10/27/2025,021408704,XPF
170,170,Fredrika Spight,Business Development,Assistant Professor,2/13/2026,2/11/2026,12,6319.96,16868.6,15.2,800.1,7181.4,16807.26,12/7/2026,075907002,CNY
171,171,Elvin Grinov,Human Resources,Mechanical Systems Engineer,4/4/2025,8/14/2024,3,13730.01,5311.24,20.6,5028.96,3305.41,20764.8,6/24/2024,011401957,BRL
172,172,Celesta Addie,Product Management,Payment Adjustment Coordinator,6/11/2024,7/11/2024,72,4545.28,1725.82,12.3,4674.45,4469.69,6475.86,10/5/2024,111915686,ARS
173,173,Nikolas Spurman,Accounting,Engineer II,4/11/2024,12/20/2024,81,5132.21,13499.11,28.6,5314.32,3655.02,20290.62,6/26/2025,101003773,COP
174,174,Meggi Lillecrap,Product Management,Media Manager I,7/19/2024,3/13/2024,24,14045.84,12635.86,34.1,1882.71,2544.15,26020.26,2/17/2025,282974161,IDR
175,175,Murielle Rospars,Sales,Recruiting Manager,10/25/2024,9/23/2024,77,12113.02,16333.15,21.4,1785.62,3593.96,26637.83,7/8/2025,041000153,EUR
176,176,Bella O'Dea,Services,Account Representative IV,9/12/2026,2/25/2025,93,14487.34,17836.57,28.5,4284.32,177.37,36430.86,10/31/2026,084303008,CZK
177,177,Salome Have,Support,Director of Sales,5/21/2025,1/18/2024,56,13931.67,4337.53,59.9,432.18,3620.53,15080.85,6/11/2025,051405272,USD
178,178,Bernarr Stibbs,Business Development,Editor,10/30/2025,4/12/2026,83,14388.16,14103.08,6.9,1944.83,863.05,29573.02,6/7/2025,121141903,RUB
179,179,Stanly Ruffles,Human Resources,Data Coordinator,1/1/2024,6/18/2026,83,7935.29,18610.95,53.2,5179.43,1019.43,30706.24,4/5/2024,075911205,IDR
180,180,Westley Larham,Human Resources,Operator,10/9/2025,10/31/2025,48,10381.28,10567.79,58.9,1292.99,6868.74,15373.32,10/16/2026,107002503,EUR
181,181,Wright Auld,Accounting,Accountant IV,8/14/2024,5/19/2025,71,12986.71,4505.56,8.6,4798.19,3644.45,18646.01,5/13/2026,053112660,PEN
182,182,Maye Blaschke,Engineering,VP Accounting,7/28/2024,5/21/2024,99,17564.48,12693.19,40.1,2913.38,7961.64,25209.41,10/20/2025,281073568,SEK
183,183,Warner Cabrales,Human Resources,Software Engineer III,3/8/2024,11/29/2026,45,15814.85,12148.97,2.8,2217.22,3826.58,26354.46,2/21/2024,071100269,CNY
184,184,Fara Razzell,Engineering,Analog Circuit Design manager,6/12/2024,12/22/2025,17,15742.23,16344.76,11.7,2573.32,1431.07,33229.24,9/10/2025,063111169,BRL
185,185,Natalie Ducker,Business Development,Graphic Designer,5/20/2026,2/6/2026,8,16470.71,12203.3,27.4,2736.99,3018.37,28392.63,11/22/2025,281070778,EUR
186,186,Zola Colbourn,Research and Development,Geologist II,1/18/2025,3/3/2025,15,7694.19,17668.61,31.8,4926.2,3838.35,26450.65,11/1/2025,291270636,BRL
187,187,Charlotte Follows,Marketing,Recruiter,3/6/2026,6/11/2024,9,19496.57,16816.88,3.2,4550.67,2668.39,38195.73,9/27/2024,122243321,IDR
188,188,Dewitt Bell,Product Management,Actuary,2/8/2025,4/25/2025,4,7782.35,2925.2,3.8,3564.98,7873.82,6398.71,9/4/2025,031902216,JPY
189,189,Daisi Kirwin,Accounting,Software Engineer I,12/18/2026,5/15/2025,49,4763.46,18153.9,54.5,2705.88,6411.02,19212.22,3/27/2024,041203374,BRL
190,190,Kelcy Geeves,Accounting,Environmental Tech,9/29/2026,5/9/2024,50,15382.92,10264.26,44.8,4591.97,4924.84,25314.31,2/21/2024,081517897,USD
191,191,Abbot Rockell,Services,Statistician III,9/6/2024,2/11/2025,88,6037.23,18932.94,57.3,3467.84,6496.57,21941.44,6/2/2024,072412985,EUR
192,192,Julienne Nicklinson,Legal,Analog Circuit Design manager,1/22/2024,12/19/2025,15,13286.2,9680.47,33.7,3244.63,6142.14,20069.16,6/12/2025,122040090,IDR
193,193,Jasper Martini,Engineering,Graphic Designer,10/29/2024,8/4/2026,49,18800.43,15128.03,39.0,2537.9,7684.01,28782.35,6/4/2026,061121164,IDR
194,194,Malissia Youster,Services,Food Chemist,3/22/2026,6/20/2024,11,10461.47,18772.75,9.9,2393.3,6108.97,25518.55,12/2/2025,071904627,USD
195,195,Laurence Bilston,Business Development,Research Associate,9/11/2025,11/30/2024,55,6701.35,15093.03,57.6,3741.8,5761.73,19774.45,5/5/2025,061103920,CUP
196,196,Franny Fairclough,Engineering,VP Marketing,5/30/2026,7/29/2024,78,13404.77,8725.1,55.0,5802.22,2663.11,25268.98,6/23/2025,122244184,NOK
197,197,Lilli Scrowson,Legal,Executive Secretary,4/7/2025,10/29/2025,20,5478.73,17082.23,3.5,2476.73,119.19,24918.5,11/17/2024,073912808,DOP
198,198,Evered Saulter,Legal,Civil Engineer,12/14/2024,8/30/2026,12,16746.74,14927.4,20.1,2029.63,7585.04,26118.73,10/31/2024,065001426,PLN
199,199,Essie Larmet,Engineering,Financial Analyst,7/22/2025,7/10/2025,83,19828.3,17702.3,47.6,5173.83,6368.28,36336.15,6/18/2025,291471066,RUB
200,200,Grete Bartram,Human Resources,Geologist I,7/29/2024,8/23/2024,42,14530.27,10877.1,41.2,40.64,4671.91,20776.1,5/25/2026,071102995,EUR
201,201,Bald Bunkle,Human Resources,Actuary,11/17/2026,3/8/2026,66,16250.63,12655.77,57.5,1631.75,410.04,30128.11,2/15/2024,221270703,VEF
202,202,Hilton Swettenham,Training,Accountant II,6/3/2024,3/13/2024,4,7366.27,16730.05,48.6,1048.89,7564.5,17580.71,2/25/2024,073922940,EUR
203,203,Stefan Brierton,Support,Marketing Assistant,5/25/2024,6/13/2026,35,15036.99,2477.9,14.7,5676.91,4742.36,18449.44,2/24/2024,091407793,UAH
204,204,Lolly Deverock,Accounting,Database Administrator IV,1/4/2026,7/9/2025,85,12205.72,12485.09,18.6,534.18,3046.26,22178.73,10/9/2026,072413133,MKD
205,205,Wilona Stidever,Human Resources,Internal Auditor,12/29/2024,11/28/2025,89,13225.39,1723.94,45.9,1043.81,3660.36,12332.78,5/12/2026,081001714,YER
206,206,Becky Serginson,Business Development,Computer Systems Analyst III,11/19/2026,3/2/2026,35,18742.53,6907.21,44.0,3641.35,4298.31,24992.78,11/12/2026,111317844,USD
207,207,Sybila Creser,Sales,Junior Executive,3/13/2026,5/4/2026,22,8173.23,4067.85,0.2,1487.11,1626.45,12101.74,11/13/2026,103112853,HNL
208,208,Erroll Balnaves,Sales,Assistant Manager,9/24/2026,3/10/2026,96,12702.37,6297.34,39.1,2535.18,3750.14,17784.75,3/20/2026,113024562,RUB
209,209,Sibley Dodshon,Accounting,Quality Engineer,5/25/2024,8/27/2025,54,11318.17,11440.69,56.5,2746.42,1415.76,24089.52,6/29/2025,114908289,NPR
210,210,Agustin Gustus,Human Resources,Account Executive,9/22/2026,6/30/2024,47,4972.45,5452.58,26.4,3526.91,3123.95,10827.99,8/31/2026,125108939,CNY
211,211,Drew Husbands,Product Management,Web Designer III,10/27/2026,9/2/2024,93,3599.12,19645.17,51.0,1072.13,179.32,24137.1,7/15/2025,053112686,PHP
212,212,Eddie McMurthy,Research and Development,Administrative Officer,9/19/2026,2/21/2025,91,19787.39,10832.85,33.2,4060.62,725.5,33955.36,4/12/2024,026013165,JPY
213,213,Giulia Chesson,Research and Development,Staff Scientist,2/27/2025,3/3/2026,23,13985.97,6889.03,13.3,4472.81,6725.23,18622.58,2/27/2025,121142818,IDR
214,214,Myrle Heugle,Legal,Legal Assistant,8/28/2025,9/11/2025,88,5038.3,1571.04,17.4,720.54,2205.59,5124.29,12/11/2024,071105154,CNY
215,215,Ynez Manvell,Marketing,Health Coach II,4/9/2025,1/12/2025,66,6333.64,8593.91,17.2,3173.59,3886.55,14214.59,3/19/2024,122000030,BRL
216,216,Angelo Grisedale,Sales,Financial Advisor,9/1/2024,7/7/2025,60,13166.71,14289.57,48.7,889.8,6570.82,21775.26,2/2/2024,107006091,RUB
217,217,Mandy Raoult,Services,Automation Specialist III,10/24/2025,8/29/2024,36,18250.8,5778.96,22.3,1213.0,925.11,24317.65,4/25/2025,064201560,USD
218,218,Amabel Took,Legal,Legal Assistant,3/25/2024,9/21/2026,10,17306.45,12942.72,19.1,2102.59,5777.83,26573.93,11/1/2025,244172095,BRL
219,219,Darleen Loisi,Legal,Electrical Engineer,6/30/2026,8/26/2026,98,13781.74,1466.63,23.3,4803.61,5528.03,14523.95,6/24/2026,011305749,NGN
220,220,Florence Rohan,Support,Director of Sales,6/13/2026,5/5/2024,89,19809.85,14295.2,15.5,4416.74,3425.47,35096.32,7/5/2026,063205208,JPY
221,221,Faulkner Renad,Services,VP Accounting,1/24/2025,7/1/2026,61,3268.19,15586.97,26.6,526.62,3684.53,15697.25,8/28/2025,113113868,EUR
222,222,Roz Pasticznyk,Services,Environmental Specialist,3/18/2025,3/12/2025,48,18351.75,18110.81,52.6,3075.65,157.26,39380.95,9/6/2024,113104178,RUB
223,223,Jessica Lofts,Human Resources,Statistician III,12/31/2025,1/3/2024,15,14784.4,17609.76,9.9,3909.78,1906.92,34397.02,2/14/2025,084202879,CZK
224,224,Zorina Okill,Accounting,Research Associate,11/24/2025,5/9/2026,3,15015.23,13524.39,37.9,1986.62,6740.83,23785.41,4/8/2024,084202248,IDR
225,225,Tommie O'Heagertie,Support,Administrative Assistant I,8/14/2025,9/27/2025,68,9526.91,5819.2,10.9,2495.42,6396.7,11444.83,9/20/2025,053112660,CNY
226,226,Rosabel Cumpton,Legal,General Manager,9/2/2024,6/21/2025,94,5431.67,13523.63,15.7,3327.58,3618.57,18664.31,6/17/2026,111306758,NGN
227,227,Zeb Axby,Services,Editor,8/17/2024,8/18/2026,5,4217.46,17348.9,51.1,5986.39,791.17,26761.58,10/11/2025,111308277,CNY
228,228,Deva Deboo,Human Resources,Executive Secretary,11/30/2024,12/26/2025,62,14025.59,12599.37,10.9,3863.9,5999.49,24489.37,11/10/2025,083905449,EUR
229,229,Asia Horsburgh,Services,Automation Specialist III,3/22/2025,10/17/2024,11,14617.65,9260.94,24.2,1991.38,828.36,25041.61,9/6/2025,075901082,IDR
230,230,Vanya Norwich,Research and Development,Database Administrator II,3/27/2025,1/20/2024,3,13925.09,4143.55,58.8,5412.85,6370.28,17111.21,8/22/2024,112002080,BRL
231,231,Carola Turbern,Accounting,Physical Therapy Assistant,4/13/2025,7/17/2025,34,3952.24,17066.54,27.6,4944.29,4165.34,21797.73,7/31/2025,065405132,IDR
232,232,Mathe Southcoat,Training,Developer III,12/23/2026,11/20/2026,83,9194.59,3756.76,55.2,3155.38,3935.68,12171.05,1/14/2026,053203210,CNY
233,233,Harris Davidoff,Support,Programmer Analyst III,4/23/2025,6/5/2026,87,15847.56,17811.43,18.4,3252.37,2732.84,34178.52,2/16/2025,075001322,CNY
234,234,Melitta Stollard,Support,Help Desk Operator,11/25/2025,9/13/2026,25,5375.09,3626.56,13.1,1714.03,1393.11,9322.57,12/12/2026,064108524,PHP
235,235,Merilee Domney,Research and Development,Nurse Practicioner,11/9/2025,10/17/2024,23,16616.59,9721.96,57.9,494.16,5413.49,21419.22,2/18/2025,042104401,LRD
236,236,Garrot Broseman,Research and Development,Help Desk Technician,9/23/2026,1/16/2025,37,12662.97,2217.64,42.1,4497.37,1321.24,18056.74,12/14/2025,111104853,BRL
237,237,Omar Dumbell,Research and Development,Speech Pathologist,12/17/2026,2/25/2024,99,11714.19,9934.6,18.2,1917.48,3172.92,20393.35,4/28/2026,253170305,AMD
238,238,Othello Whoolehan,Business Development,Analyst Programmer,6/2/2025,6/14/2026,22,8184.85,7586.64,47.5,457.92,1762.48,14466.93,1/18/2026,124103896,EUR
239,239,Ricki Keaves,Legal,Administrative Assistant III,5/22/2024,4/20/2026,10,10457.79,9550.51,30.7,2328.14,6821.37,15515.07,12/9/2024,121181866,BRL
240,240,Tuckie Sloley,Support,Tax Accountant,6/18/2026,8/5/2024,32,14471.34,10277.71,35.6,1560.45,2001.09,24308.41,12/30/2025,031207607,IDR
241,241,Candy Kibel,Marketing,GIS Technical Architect,12/23/2026,5/31/2026,3,12344.4,9163.3,52.1,4487.89,5084.34,20911.25,2/25/2025,081518469,RUB
242,242,Ogdan Rawlence,Business Development,Environmental Specialist,6/4/2025,2/24/2025,14,12571.02,787.63,8.5,3853.4,2929.27,14282.78,12/20/2024,043316256,MXN
243,243,Wilhelmine Seifenmacher,Services,Administrative Officer,6/17/2024,6/19/2026,79,19692.57,17147.64,54.5,394.81,7108.45,30126.57,4/18/2024,011202907,THB
244,244,Bernadette Calbreath,Marketing,Director of Sales,5/30/2026,9/12/2025,12,14149.44,9076.04,17.0,3996.6,7275.83,19946.25,2/27/2025,103006406,CNY
245,245,Tymon Werny,Support,Marketing Assistant,1/9/2024,7/24/2024,100,5470.88,8887.68,55.9,1919.03,489.8,15787.79,1/24/2026,021202719,EUR
246,246,Glennis Brunstan,Business Development,Speech Pathologist,5/31/2026,8/1/2025,70,19876.29,918.84,4.7,3611.18,822.8,23583.51,7/14/2024,101104122,CNY
247,247,Lianna Brooksbank,Accounting,Junior Executive,3/13/2024,3/14/2025,82,9357.41,4202.02,54.9,3304.49,5541.38,11322.54,2/6/2026,073904230,SYP
248,248,Falito Hartop,Engineering,Safety Technician I,3/25/2024,10/21/2025,49,14386.82,5632.21,25.8,4050.22,3825.45,20243.8,2/4/2025,091905648,ILS
249,249,Adamo Shorthouse,Accounting,VP Product Management,6/4/2026,7/21/2025,35,4889.87,18088.25,40.7,1489.44,4636.01,19831.55,1/25/2024,053110112,RUB
250,250,Mitchell Champley,Legal,Engineer III,6/7/2026,11/4/2026,94,3285.94,9345.91,47.7,1089.46,2233.25,11488.06,10/21/2026,072404485,PLN
251,251,Spike Ceschini,Human Resources,Design Engineer,2/15/2026,8/18/2024,52,17600.05,7180.77,40.7,779.81,1640.63,23920,5/18/2026,242272447,EUR
252,252,Sharline Thomassin,Sales,Tax Accountant,2/6/2024,8/7/2024,32,12851.64,7774.7,3.6,2170.46,4390.79,18406.01,3/30/2025,113017346,XAF
253,253,Sebastian Cadany,Support,Electrical Engineer,11/29/2024,10/6/2026,44,12685.1,14646.11,48.1,566.28,5805.67,22091.82,4/28/2026,071102322,NGN
254,254,Balduin MacCrosson,Business Development,Nurse Practicioner,2/25/2025,3/27/2026,23,16996.36,2444.15,13.9,2411.25,7634.09,14217.67,2/3/2025,102104888,EUR
255,255,Cindra Trahair,Human Resources,Associate Professor,2/20/2026,5/11/2024,38,19853.46,13578.25,0.0,1307.26,4008.94,30730.03,1/30/2024,062106036,PHP
256,256,Garold Trewhella,Engineering,Budget/Accounting Analyst I,3/17/2026,10/10/2024,32,12925.19,14695.37,51.8,4580.87,206.48,31994.95,8/25/2026,122106125,CNY
257,257,Morty Minkin,Product Management,Administrative Officer,3/1/2026,2/27/2026,83,14434.25,4507.01,26.1,132.47,428.94,18644.79,7/12/2026,063109430,ALL
258,258,Jamie Boddington,Marketing,Editor,1/3/2024,10/5/2025,23,4113.42,9956.66,59.9,4482.64,4448.88,14103.84,5/24/2025,072402364,BGN
259,259,Penrod Eggins,Legal,Nuclear Power Engineer,6/9/2025,7/13/2025,63,11018.14,16192.46,11.7,4201.08,4680.34,26731.34,8/10/2026,065405255,PHP
260,260,Zachary Glyne,Support,Associate Professor,1/29/2026,4/1/2024,7,6188.91,4245.59,47.4,1546.45,4767.3,7213.65,7/29/2026,042102571,CNY
261,261,Hermione Izat,Training,Food Chemist,2/5/2025,11/15/2025,24,17124.72,19723.93,13.1,4532.66,7386.04,33995.27,8/7/2025,063115961,IDR
262,262,Dania Raycroft,Human Resources,Electrical Engineer,5/6/2025,4/25/2026,11,5014.88,9910.15,57.2,3098.59,1946.93,16076.69,8/27/2026,021004823,SEK
263,263,Stevie Lamyman,Marketing,Information Systems Manager,2/12/2024,6/29/2024,17,15682.6,5608.96,28.2,2018.4,7750.53,15559.43,6/22/2026,072401831,NOK
264,264,Tracee Rhyme,Human Resources,Help Desk Operator,9/25/2025,8/27/2026,92,19706.26,11202.15,33.9,5798.29,2429.12,34277.58,12/26/2026,081519031,CNY
265,265,Iver Carpmile,Human Resources,Biostatistician II,12/29/2025,3/21/2025,23,9437.2,8476.3,20.2,1643.19,7210.02,12346.67,6/13/2024,061112788,EUR
266,266,Ario Shovelbottom,Support,Technical Writer,4/2/2025,8/2/2026,55,12619.89,2518.61,60.0,795.79,664.26,15270.03,7/5/2024,075017947,MXN
267,267,Susan Howarth,Marketing,VP Product Management,12/11/2025,10/8/2026,93,4096.03,16210.35,23.3,1439.82,5789.86,15956.34,12/18/2026,055000288,CAD
268,268,Carny Hilling,Human Resources,Director of Sales,11/20/2024,9/13/2024,92,3075.57,2095.12,32.9,2808.15,2410.56,5568.28,10/8/2024,061220146,PEN
269,269,Che Laffranconi,Marketing,GIS Technical Architect,7/20/2024,9/18/2024,82,8943.26,4861.46,35.5,3425.65,19.26,17211.11,7/20/2024,021301089,COP
270,270,Salli Pratchett,Business Development,Desktop Support Technician,7/14/2024,11/4/2025,1,6328.14,15943.03,8.5,4485.02,5113.5,21642.69,2/12/2025,071119865,CNY
271,271,Saundra Guterson,Services,Compensation Analyst,12/6/2026,9/7/2025,46,11976.61,6753.35,45.7,5838.16,2457.67,22110.45,2/25/2025,053111988,UAH
272,272,Sande Gaiford,Services,Mechanical Systems Engineer,6/12/2026,9/21/2026,6,19676.02,10885.25,28.3,1272.11,1645.52,30187.86,10/22/2025,071922340,PLN
273,273,Hewitt Midgely,Marketing,Speech Pathologist,7/8/2024,8/14/2024,7,18276.67,11678.95,42.9,471.02,6110.54,24316.1,12/30/2025,053112042,SYP
274,274,Jozef Dombrell,Research and Development,Budget/Accounting Analyst III,10/21/2025,1/3/2026,11,8402.63,8699.4,24.5,1493.74,617.5,17978.27,5/23/2024,084003654,EUR
275,275,Lorianna Hebdon,Sales,Accountant IV,12/11/2025,7/7/2024,2,16204.54,8306.81,54.5,4492.95,3621.2,25383.1,1/16/2026,073921860,CNY
276,276,Holly-anne Skeen,Human Resources,Information Systems Manager,8/8/2024,2/27/2025,81,15780.31,15032.83,22.0,1376.43,3048.93,29140.64,10/26/2026,111104798,CNY
277,277,Clevie Concannon,Training,Paralegal,10/3/2024,6/28/2026,29,5434.03,4567.82,12.7,2059.9,5334.77,6726.98,8/2/2025,122105249,LTL
278,278,Genia Foynes,Legal,Recruiting Manager,7/30/2025,12/9/2024,88,6159.23,14953.1,18.3,4153.79,733.21,24532.91,11/11/2026,061201754,UAH
279,279,Arielle Woodhouse,Research and Development,Electrical Engineer,2/4/2024,11/3/2026,89,11444.88,1118.38,37.8,3043.67,447.39,15159.54,3/16/2025,061192753,SEK
280,280,Forrester MacGeaney,Services,Senior Sales Associate,3/2/2025,5/17/2025,43,19850.39,16371.56,42.6,178.83,4501.94,31898.84,7/7/2025,113122082,CZK
281,281,Moshe Beart,Business Development,Staff Scientist,11/27/2026,6/15/2025,22,7124.89,9666.92,54.0,3732.78,7657.18,12867.41,3/18/2025,253170253,CNY
282,282,Federico Connah,Support,VP Product Management,4/17/2025,11/6/2025,87,19382.12,5626.98,50.3,4813.54,3077.49,26745.15,12/8/2024,071900663,RUB
283,283,Felice Faust,Training,Human Resources Assistant IV,1/7/2026,11/27/2026,53,5892.84,845.09,37.1,5099.57,4106.98,7730.52,2/19/2025,073907952,PHP
284,284,Leandra Arnell,Legal,Nurse Practicioner,4/25/2024,6/11/2025,35,14388.31,5355.59,56.7,4371.74,2952.48,21163.16,12/9/2025,051402071,CZK
285,285,Elna Swinfon,Business Development,Librarian,6/1/2025,2/19/2026,51,17521.84,3091.66,22.0,3320.09,2740.15,21193.44,12/9/2025,075900148,EUR
286,286,Agna Yeowell,Business Development,Systems Administrator II,11/8/2026,8/19/2024,38,8632.42,5832.97,43.5,4862.9,7954.55,11373.74,6/18/2024,021309201,XAF
287,287,Elvera Domelaw,Sales,Chief Design Engineer,5/20/2026,10/31/2024,39,15022.98,13556.66,25.7,5229.66,410.11,33399.19,11/13/2026,065405491,JPY
288,288,Ira Twyford,Marketing,Office Assistant II,10/14/2025,1/13/2025,95,8152.22,7323.74,28.7,4538.93,5536.57,14478.32,3/14/2024,071925923,CNY
289,289,Arney Ruddoch,Accounting,Geologist I,3/18/2024,5/16/2026,5,3911.08,17379.78,8.2,5891.5,6127.71,21054.65,6/13/2026,121139122,EUR
290,290,Laverne McEwan,Training,VP Sales,10/16/2026,9/27/2024,71,12007.02,3839.52,1.7,5471.09,2460.04,18857.59,10/24/2024,123103868,EUR
291,291,Jennilee Standidge,Support,Systems Administrator II,4/25/2025,2/13/2026,97,5987.54,1281.37,9.6,1698.31,4547.91,4419.31,1/2/2026,053112275,EUR
292,292,Conny Grigorini,Human Resources,Cost Accountant,6/13/2024,2/4/2025,88,10790.05,16001.88,55.2,3319.43,7019.76,23091.6,10/5/2025,111926086,PEN
293,293,Jacquelin Wile,Accounting,Assistant Professor,5/3/2026,3/12/2024,62,11127.17,7676.8,30.5,1987.17,2303.88,18487.26,5/8/2025,051404600,VND
294,294,Katrine Minshaw,Accounting,Statistician III,7/11/2025,8/18/2025,20,10978.05,7401.92,58.2,83.92,560.1,17903.79,8/3/2025,041202511,ILS
295,295,Sela Happer,Accounting,Senior Editor,5/14/2024,9/21/2024,86,3638.13,18912.04,22.8,5695.53,7336.6,20909.1,2/7/2026,113109377,CUP
296,296,Felizio Kinder,Marketing,Staff Scientist,1/21/2025,3/26/2024,91,2726.43,9557.16,36.6,4494.02,4786.5,11991.11,12/28/2025,053112343,IDR
297,297,Dalton Rubinshtein,Training,Programmer III,10/12/2025,11/29/2025,72,18839.62,18152.56,33.3,4103.88,2300.46,38795.6,7/11/2024,081500493,CHF
298,298,Bernice Barbisch,Support,Electrical Engineer,11/2/2024,1/26/2024,84,13813.88,6865.8,10.9,5696.74,518.22,25858.2,10/4/2024,122400724,CZK
299,299,Huntley Verrill,Marketing,Accounting Assistant III,1/2/2025,8/29/2026,49,16631.37,9467.15,7.6,929.54,3749.7,23278.36,9/8/2025,073906306,BRL
300,300,Joaquin Ruxton,Support,Senior Quality Engineer,11/24/2024,6/29/2024,9,14389.1,2374.95,46.1,804.54,7460.97,10107.62,5/6/2025,067012413,PEN
301,301,York Isakowicz,Product Management,Mechanical Systems Engineer,10/10/2024,10/3/2026,76,18143.03,13240.26,26.1,3855.76,5227.83,30011.22,10/5/2026,061106121,PHP
302,302,My Laise,Services,Marketing Manager,2/25/2024,5/14/2026,22,13150.52,7269.44,41.1,3151.31,3693.35,19877.92,7/2/2026,091911551,JPY
303,303,Britni Mathys,Legal,Software Consultant,1/15/2025,5/7/2025,64,13912.73,4776.38,20.9,5135.39,6233.63,17590.87,10/22/2024,111317844,MMK
304,304,Nappie Toten,Business Development,Administrative Officer,11/19/2025,1/21/2025,31,15688.73,2298.2,16.4,3692.22,5733.94,15945.21,1/19/2024,104101397,CNY
305,305,Idalia Alabaster,Engineering,General Manager,4/14/2025,9/6/2025,22,14213.91,11256.18,6.4,4815.54,935.0,29350.63,12/3/2025,303188111,LTL
306,306,Ulrika Brea,Product Management,Human Resources Manager,2/18/2024,12/9/2025,77,3185.0,15500.97,55.5,4040.54,3034.71,19691.8,1/21/2024,113000861,COP
307,307,Grace Pendleberry,Engineering,Quality Engineer,2/18/2024,5/5/2025,34,10409.67,2599.09,38.9,1746.64,1090.98,13664.42,8/5/2025,011000390,BRL
308,308,Winthrop Simoneau,Training,Software Engineer IV,4/22/2025,9/8/2025,71,5362.35,16441.62,42.7,5985.25,7788.49,20000.73,1/13/2025,021905977,EUR
309,309,Vilma Casham,Business Development,Software Test Engineer III,5/1/2026,9/14/2026,40,5093.69,18112.84,3.2,3438.3,3669.87,22974.96,7/10/2026,325182797,UAH
310,310,Shirlee Jess,Marketing,Software Engineer III,6/28/2024,6/8/2025,52,6157.16,10750.09,25.6,876.02,3416.42,14366.85,9/19/2024,091204569,CNY
311,311,Kristoffer Christauffour,Training,Environmental Specialist,3/25/2024,7/13/2025,49,4413.63,16875.43,59.4,1053.37,6822.23,15520.2,7/26/2025,063105405,IDR
312,312,Drusilla Playle,Marketing,Chemical Engineer,1/11/2025,7/3/2026,77,10965.56,100.64,25.2,364.62,3953.09,7477.73,1/10/2026,125107765,SEK
313,313,Jorrie Tumayan,Accounting,Human Resources Assistant III,5/19/2025,12/11/2026,66,9813.57,3169.96,26.4,5571.28,4402.33,14152.48,7/30/2024,061119477,USD
314,314,Doreen Randals,Human Resources,Executive Secretary,6/16/2024,6/28/2024,73,11941.87,13749.08,46.1,3734.59,5130.94,24294.6,2/20/2026,122240418,EUR
315,315,Sal Wilderspoon,Human Resources,Librarian,1/17/2025,12/2/2026,42,15248.88,5188.69,46.0,2641.61,2233.9,20845.28,10/30/2026,074912849,BDT
316,316,Allyn Geffe,Support,Analyst Programmer,3/15/2025,3/16/2025,31,18670.76,2784.41,18.3,2396.24,3001.15,20850.26,8/24/2025,323270216,PHP
317,317,Stevana Bengtsson,Engineering,Senior Sales Associate,1/6/2025,12/30/2026,20,7769.97,8172.82,58.0,5159.79,6332.85,14769.73,4/20/2026,271070788,RUB
318,318,Andee Pointin,Marketing,Business Systems Development Analyst,10/28/2025,11/3/2025,48,13351.43,14824.74,39.3,448.12,7393.66,21230.63,8/10/2024,073904890,CAD
319,319,Emlynne Rapkins,Engineering,Actuary,8/24/2024,9/24/2024,16,16804.46,8869.17,29.7,5005.91,3305.21,27374.33,6/22/2025,071118798,KES
320,320,Rori Bartalot,Research and Development,Professor,5/22/2024,8/1/2025,95,8480.69,12439.36,25.6,1549.63,4010.52,18459.16,7/22/2024,021413728,CNY
321,321,Kelly Santoro,Research and Development,Geologist II,6/27/2026,7/9/2025,2,4104.54,1852.84,35.1,2685.67,2233.24,6409.81,6/16/2024,112005809,CNY
322,322,Rene Lyness,Product Management,Information Systems Manager,3/17/2024,6/10/2025,78,9819.94,12482.56,42.6,5905.07,4887.92,23319.65,5/26/2025,113104880,EUR
323,323,Averil De Angelo,Engineering,Staff Scientist,11/18/2026,9/12/2026,70,16137.11,18362.08,44.0,5048.3,6911.5,32635.99,4/28/2024,123305378,CNY
