record_id,employee_id,employee_name,pay_period,department,job_title,base_salary_month,overtime_hours,overtime_rate,overtime_pay,bonus,pre_tax_deductions,taxes_withheld,post_tax_deductions,gross_pay,net_pay,pay_method,payroll_notes
117,117,Yovonnda Rudram,11/24/2025,Research and Development,Senior Cost Accountant,4756.03,9.92,101.68,1008.6656,11290.89,2813.06,6907.72,1963.18,14242.5256,5371.6256,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
118,118,Courtney Lincke,8/20/2025,Engineering,Senior Editor,16721.52,4.5,68.24,307.08,19765.26,2219.5,11093.41,2023.73,34574.36,21457.22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
119,119,Cazzie Mustarde,11/21/2025,Engineering,Nurse,13321.13,11.85,56.4,668.34,1130.77,1596.26,1336.77,4395.55,13523.98,7791.66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
120,120,Adamo Bees,4/15/2025,Research and Development,Food Chemist,10166.55,9.48,39.48,374.2704,6461.51,3997.36,8761.95,3362.56,13004.9704,880.4604,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
121,121,Giffer Somerled,3/10/2025,Business Development,Senior Financial Analyst,15240.46,18.09,76.1,1376.649,15896.18,1571.86,6683.96,2145.02,30941.429,22112.449,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
122,122,Estrella Rolse,2/1/2025,Accounting,VP Accounting,16333.59,0.03,121.77,3.6531,406.86,3971.34,6052.77,4101.13,12772.7631,2618.8631,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
123,123,Aleda Besque,6/11/2025,Business Development,Data Coordinator,9193.1,1.23,68.49,84.2427,18902.76,1219.74,12351.26,3303.53,26960.3627,11305.5727,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
124,124,Cyrille Marczyk,10/22/2025,Research and Development,Civil Engineer,2857.13,46.79,138.52,6481.3508,15785.09,762.81,1228.75,2315.58,24360.7608,20816.4308,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
125,125,Ced Pallent,4/15/2025,Support,Administrative Assistant III,3489.03,33.42,116.72,3900.7824,15206.23,4927.8,14485.17,3070.52,17668.2424,112.5524,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
126,126,Prudence Middlehurst,6/3/2025,Business Development,Occupational Therapist,5828.01,57.44,46.16,2651.4304,10227.49,1487.04,9501.85,995.42,17219.8904,6722.6204,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
127,127,Lyndel Tanser,11/17/2025,Research and Development,Statistician IV,5663.12,44.43,104.09,4624.7187,11484.37,4848.81,537.07,4747.58,16923.3987,11638.7487,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
128,128,Bertha Aronowitz,10/25/2025,Accounting,VP Marketing,8115.08,42.95,23.32,1001.594,18559.82,2343.92,297.31,1733.58,25332.574,23301.684,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
129,129,Thalia Grima,12/29/2025,Accounting,Editor,19702.67,51.23,46.85,2400.1255,18724.92,2935.98,11243.54,4208.41,37891.7355,22439.7855,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
130,130,Bette Ganning,5/19/2025,Business Development,Research Assistant II,4765.6,33.76,114.25,3857.08,16500.1,3772.97,14511.16,1766.81,21349.81,5071.84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
131,131,Nicolle Ebertz,1/7/2025,Training,Data Coordinator,8293.51,4.53,118.06,534.8118,5463.0,4120.88,9130.99,2660.94,10170.4418,-1621.4882,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
132,132,Ev Horley,12/28/2025,Marketing,Analog Circuit Design manager,19856.37,18.25,42.42,774.165,19629.24,1339.97,13114.81,4250.33,38919.805,21554.665,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
133,133,Martyn Midner,10/27/2025,Business Development,Marketing Assistant,2746.83,13.26,43.84,581.3184,12404.41,2799.27,9485.37,97.55,12933.2884,3350.3684,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
134,134,Porter Boggis,1/30/2025,Research and Development,Assistant Manager,4496.8,50.16,80.08,4016.8128,7082.56,39.24,11211.6,3330.0,15556.9328,1015.3328,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
135,135,Miltie Cade,5/10/2025,Training,Systems Administrator III,3923.34,18.7,119.46,2233.902,12631.71,3053.87,11565.52,1702.72,15735.082,2466.842,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
136,136,Franklin Bartosek,6/25/2025,Training,Analyst Programmer,7808.73,51.95,24.89,1293.0355,2927.94,571.78,11526.78,755.46,11457.9255,-824.3145,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
137,137,Waverley Conelly,1/2/2025,Support,Environmental Specialist,10855.69,11.96,61.35,733.746,7397.11,3741.17,10567.79,172.88,15245.376,4504.706,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
138,138,Oates Wherry,4/2/2025,Engineering,Project Manager,16313.99,37.41,47.55,1778.8455,14432.58,1121.83,8050.75,2728.63,31403.5855,20624.2055,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
139,139,Inger Bygrave,9/16/2025,Business Development,Help Desk Operator,7329.07,6.13,17.96,110.0948,8846.89,1050.45,9798.33,196.05,15235.6048,5241.2248,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
140,140,Rouvin Van Arsdalen,12/12/2025,Business Development,Senior Quality Engineer,3528.71,11.33,68.84,779.9572,10225.91,2583.96,7569.15,3803.82,11950.6172,577.6472,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
141,141,Gasparo Sherwill,5/25/2025,Research and Development,VP Marketing,16733.75,20.84,89.86,1872.6824,6115.57,3624.55,10859.15,34.19,21097.4524,10204.1124,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
142,142,Stanly Sabati,1/30/2025,Business Development,Human Resources Manager,9427.3,24.11,114.88,2769.7568,12432.72,3297.5,2439.21,2989.1,21332.2768,15903.9668,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
143,143,Terencio MacSporran,8/27/2025,Support,Human Resources Manager,8825.99,30.73,74.26,2282.0098,9316.99,2860.12,11600.17,3070.09,17564.8698,2894.6098,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
144,144,Alena Tower,3/9/2025,Services,Help Desk Technician,9794.22,53.47,20.97,1121.2659,15979.48,4561.44,9722.59,2452.6,22333.5259,10158.3359,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
145,145,Yettie Lakenton,9/30/2025,Support,Help Desk Technician,5747.85,4.57,147.83,675.5831,7933.15,270.33,6809.83,3441.4,14086.2531,3835.0231,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
146,146,Hermon Rowswell,11/4/2025,Accounting,Chief Design Engineer,12234.4,40.29,78.7,3170.823,8270.37,3299.37,1837.13,4891.19,20376.223,13647.903,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
147,147,Ileana Oxby,7/7/2025,Human Resources,Editor,11079.37,8.93,71.12,635.1016,2850.07,4777.27,14731.52,3356.0,9787.2716,-8300.2484,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
148,148,Jeff Dibling,8/4/2025,Training,Account Executive,8533.11,28.56,49.13,1403.1528,12399.76,3554.07,9089.06,4055.78,18781.9528,5637.1128,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
149,149,Waverly O'Gaven,10/23/2025,Support,Financial Advisor,19872.47,1.73,101.01,174.7473,18098.42,4574.19,1586.31,4651.29,33571.4473,27333.8473,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
150,150,Jard Aseef,12/30/2025,Engineering,Office Assistant I,10799.57,1.31,37.93,49.6883,2558.96,2227.74,13363.21,353.57,11180.4783,-2536.3017,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
151,151,Sol Biddulph,9/14/2025,Human Resources,Technical Writer,4899.42,53.43,132.12,7059.1716,10583.41,1579.29,3730.51,3454.0,20962.7116,13778.2016,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
152,152,Eliot Pridding,1/28/2025,Support,Payment Adjustment Coordinator,2703.27,27.85,145.34,4047.719,8332.21,3160.29,6715.99,2349.45,11922.909,2857.469,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
153,153,Arlen Romeo,5/12/2025,Engineering,Director of Sales,12090.24,9.49,128.62,1220.6038,5874.17,2914.21,10212.88,3306.12,16270.8038,2751.8038,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
154,154,Errol Wartonby,1/7/2025,Services,Junior Executive,12280.87,17.06,136.32,2325.6192,15089.19,1173.96,5221.38,2869.25,28521.7192,20431.0892,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
155,155,Elle Nuttall,12/21/2025,Accounting,Office Assistant I,5865.86,32.16,63.31,2036.0496,6000.71,1234.29,11638.19,2821.57,12668.3296,-1791.4304,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
156,156,Win Bardey,1/14/2025,Marketing,Financial Analyst,12186.06,57.17,122.6,7009.042,6379.79,3789.86,9972.93,4149.72,21785.032,7662.382,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
157,157,Fionnula Devonald,4/16/2025,Business Development,Assistant Manager,4975.44,35.22,74.9,2637.978,12984.12,1050.84,9923.72,4236.63,19546.698,5386.348,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
158,158,Arlyne Lefridge,6/18/2025,Human Resources,Product Engineer,14532.82,7.48,137.51,1028.5748,17746.81,4538.35,12113.55,1312.85,28769.8548,15343.4548,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
159,159,Merralee Cabral,3/18/2025,Sales,Design Engineer,13695.12,15.07,122.08,1839.7456,14253.03,1196.46,4316.12,430.94,28591.4356,23844.3756,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
160,160,Uriah Streather,4/2/2025,Engineering,Marketing Manager,14143.74,59.8,88.77,5308.446,14508.3,780.11,1883.17,3811.21,33180.376,27485.996,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
161,161,Rhodia Ellen,6/7/2025,Research and Development,Senior Cost Accountant,15750.63,19.86,84.35,1675.191,366.73,2730.02,7289.31,236.97,15062.531,7536.251,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
162,162,Kimberli Mouncher,4/26/2025,Sales,Operator,5573.91,31.08,104.32,3242.2656,4111.05,2046.28,12324.88,2273.39,10880.9456,-3717.3244,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
163,163,Desmond Leys,2/27/2025,Sales,Automation Specialist III,3652.66,33.63,57.43,1931.3709,1860.47,1102.43,3935.74,4351.01,6342.0709,-1944.6791,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
164,164,Lindon Calcutt,4/5/2025,Training,Junior Executive,7473.1,53.2,54.21,2883.972,7062.85,2343.79,10997.08,3478.35,15076.132,600.702,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
165,165,Breanne Newrick,3/19/2025,Marketing,Software Test Engineer IV,17265.83,15.08,31.77,479.0916,236.43,4176.9,4428.45,2816.42,13804.4516,6559.5816,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
166,166,Wolf Arch,12/5/2025,Business Development,Nurse Practicioner,19885.59,14.2,39.39,559.338,3777.54,288.1,8080.52,1084.21,23934.368,14769.638,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
167,167,Cassondra Wardrop,11/28/2025,Business Development,Food Chemist,15863.02,53.75,45.94,2469.275,5502.7,3923.37,983.89,3825.72,19911.625,15102.015,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
168,168,Tibold Pevreal,7/3/2025,Sales,Human Resources Assistant I,10393.49,31.99,37.39,1196.1061,15675.27,1062.7,5857.97,1006.59,26202.1661,19337.6061,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
169,169,Alic Stinson,9/14/2025,Marketing,Senior Editor,6125.43,10.28,105.02,1079.6056,16237.69,4594.69,1653.2,95.7,18848.0356,17099.1356,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
170,170,Rex Andrioletti,8/29/2025,Marketing,Human Resources Assistant III,9361.19,23.56,60.3,1420.668,17131.72,2798.34,279.43,854.61,25115.238,23981.198,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
171,171,Calv Dudmarsh,9/25/2025,Accounting,Structural Engineer,10326.77,32.53,31.44,1022.7432,7684.03,3954.36,4297.63,1974.95,15079.1832,8806.6032,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
172,172,Stanford Willmot,12/13/2025,Legal,Biostatistician IV,3342.37,55.68,40.2,2238.336,6820.35,1052.84,8525.11,142.79,11348.216,2680.316,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
173,173,Estrellita Massie,8/1/2025,Marketing,Help Desk Technician,16454.0,49.99,35.85,1792.1415,17560.32,1311.73,7928.36,2919.55,34494.7315,23646.8215,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
174,174,Lina Arrington,6/22/2025,Human Resources,Web Developer I,15484.0,9.25,133.08,1230.99,13434.87,4322.91,4594.23,3166.86,25826.95,18065.86,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
175,175,Charlena Mahomet,7/21/2025,Training,Professor,11077.78,31.97,135.58,4334.4926,8499.12,913.5,13565.71,2617.64,22997.8926,6814.5426,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
176,176,Louie Wearne,6/16/2025,Engineering,Occupational Therapist,18069.09,37.62,15.81,594.7722,17073.89,800.14,3925.9,3760.74,34937.6122,27250.9722,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
177,177,Morris Henrichsen,6/8/2025,Business Development,Occupational Therapist,8673.71,7.22,100.64,726.6208,19904.54,4578.76,11372.48,2258.59,24726.1108,11095.0408,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
178,178,Remy Stockey,8/28/2025,Training,VP Accounting,5973.57,21.14,123.86,2618.4004,6379.25,1375.13,3048.76,3754.11,13596.0904,6793.2204,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
179,179,Benton Freddi,9/4/2025,Legal,VP Product Management,3612.49,31.71,132.38,4197.7698,11230.17,2155.62,2865.83,698.72,16884.8098,13320.2598,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
180,180,Oralla Lassells,9/27/2025,Legal,Project Manager,14697.46,37.02,100.64,3725.6928,2632.09,2543.59,4779.78,885.4,18511.6528,12846.4728,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
181,181,Perkin Wulfinger,4/1/2025,Marketing,Sales Representative,4988.27,58.14,147.56,8579.1384,5657.45,3935.65,3940.53,3994.39,15289.2084,7354.2884,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
182,182,Malanie Canepe,6/10/2025,Sales,Pharmacist,4891.67,36.18,54.1,1957.338,24.8,2536.4,4019.27,2657.28,4337.408,-2339.142,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
183,183,Corry Rubes,6/16/2025,Sales,Junior Executive,3802.79,47.16,35.45,1671.822,12274.69,2683.52,12057.36,4124.28,15065.782,-1115.858,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
184,184,Berni Skellorne,7/25/2025,Services,Human Resources Manager,18352.95,40.94,120.28,4924.2632,15185.93,2381.5,3705.33,2506.59,36081.6432,29869.7232,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
185,185,Carena Lorek,9/15/2025,Human Resources,Project Manager,8255.41,49.51,86.96,4305.3896,11332.01,3031.87,7190.64,3162.0,20860.9396,10508.2996,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
186,186,Dalenna Sleicht,11/23/2025,Sales,Actuary,6126.5,35.93,121.67,4371.6031,13569.32,1264.39,6374.44,2386.95,22803.0331,14041.6431,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
187,187,Gunar Kidson,5/29/2025,Sales,Clinical Specialist,15997.53,41.52,95.79,3977.2008,6159.89,4826.19,8045.46,1717.79,21308.4308,11545.1808,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
188,188,Peadar Scroxton,11/11/2025,Engineering,Sales Representative,14466.12,3.3,129.61,427.713,18627.18,4266.27,3375.56,507.46,29254.743,25371.723,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
189,189,Yalonda Gabel,6/22/2025,Engineering,Geological Engineer,4018.43,15.08,19.62,295.8696,18346.59,3504.61,11243.26,1889.43,19156.2796,6023.5896,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
190,190,Reece Fairham,3/8/2025,Research and Development,Graphic Designer,13840.95,46.29,144.93,6708.8097,10921.22,162.88,11726.24,750.4,31308.0997,18831.4597,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
191,191,Rhonda Van Ross,6/18/2025,Services,Payment Adjustment Coordinator,7304.08,2.77,23.69,65.6213,11147.82,1375.85,13732.3,2043.98,17141.6713,1365.3913,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
192,192,Lyndsay O'Hanlon,12/9/2025,Product Management,Research Assistant IV,13089.35,4.62,20.64,95.3568,14091.71,746.41,8857.35,1641.13,26530.0068,16031.5268,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
193,193,Julietta Dormer,6/16/2025,Support,Dental Hygienist,12654.25,56.3,130.69,7357.847,4204.25,1476.58,6121.5,276.48,22739.767,16341.787,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
194,194,Dmitri Scarrott,5/18/2025,Human Resources,Nurse Practicioner,10369.38,59.5,38.24,2275.28,19245.52,4736.79,3712.04,914.59,27153.39,22526.76,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
195,195,Emmanuel Fortnum,10/13/2025,Training,Engineer I,19122.92,12.73,33.91,431.6743,12548.1,256.24,1999.52,2734.53,31846.4543,27112.4043,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
196,196,Staci Blenkensop,6/28/2025,Business Development,Research Associate,9586.55,39.48,67.11,2649.5028,7904.4,505.64,6813.86,3655.06,19634.8128,9165.8928,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
197,197,Gail Stranahan,2/9/2025,Human Resources,Community Outreach Specialist,10168.61,38.84,138.0,5359.92,9056.37,2745.4,1307.48,4362.12,21839.5,16169.9,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
198,198,Lettie Bison,4/23/2025,Business Development,Assistant Media Planner,2871.64,52.01,84.16,4377.1616,16540.52,2797.91,5754.92,2168.81,20991.4116,13067.6816,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
199,199,Meggie Warlaw,10/16/2025,Support,Accounting Assistant IV,8155.93,27.88,94.35,2630.478,1245.75,4843.16,11317.76,3369.95,7188.998,-7498.712,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
200,200,Gun Clapp,1/4/2025,Support,Community Outreach Specialist,17599.84,24.03,109.86,2639.9358,14567.24,1836.46,9930.14,1634.45,32970.5558,21405.9658,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
201,201,Korella Winston,10/8/2025,Accounting,Compensation Analyst,13873.37,50.67,45.5,2305.485,5571.93,4844.41,7575.86,1099.31,16906.375,8231.205,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
202,202,Rosalynd Monroe,5/31/2025,Marketing,Programmer Analyst III,16571.33,25.84,117.1,3025.864,1924.39,3944.97,8526.4,3358.53,17576.614,5691.684,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
203,203,Garey Reyson,7/9/2025,Accounting,Operator,14112.99,10.05,101.86,1023.693,2656.66,4349.41,11924.21,4434.72,13443.933,-2914.997,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
204,204,Scarface Duddin,10/29/2025,Product Management,Geologist III,16862.43,20.9,22.49,470.041,9222.13,4708.82,6281.84,2874.54,21845.781,12689.401,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
205,205,Marilee Oswick,10/28/2025,Marketing,Software Test Engineer I,11763.86,39.75,127.05,5050.2375,6039.85,4017.56,5539.5,2367.85,18836.3875,10929.0375,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
206,206,Cindie Zieme,7/19/2025,Legal,Senior Sales Associate,12316.36,24.15,67.1,1620.465,4990.09,560.76,6786.4,2591.54,18366.155,8988.215,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
207,207,Carrol Neagle,5/30/2025,Legal,Pharmacist,7426.72,31.72,117.57,3729.3204,6941.64,2279.14,14655.33,2145.79,15818.5404,-982.5796,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
208,208,Babita Dives,6/18/2025,Product Management,Graphic Designer,15868.89,31.88,129.26,4120.8088,7683.19,3456.38,1557.49,3781.52,24216.5088,18877.4988,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
209,209,Patty Kondratovich,10/28/2025,Accounting,Pharmacist,12502.49,6.06,135.01,818.1606,944.36,979.36,3938.5,1171.25,13285.6506,8175.9006,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
210,210,Francisco Maymond,12/2/2025,Support,Software Test Engineer I,6591.9,11.82,119.12,1407.9984,4817.12,1083.48,13768.9,2264.84,11733.5384,-4300.2016,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
211,211,Claire MacLoughlin,9/2/2025,Human Resources,Editor,15900.98,3.28,17.45,57.236,12193.1,1758.6,6154.03,4296.33,26392.716,15942.356,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
212,212,Bethanne Farge,12/6/2025,Research and Development,Financial Analyst,4860.72,28.11,49.91,1402.9701,19880.01,3833.54,2792.65,4880.71,22310.1601,14636.8001,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
213,213,Karlen Rubinsky,6/4/2025,Training,Teacher,10698.56,31.13,95.8,2982.254,2531.29,1884.45,7174.0,1695.99,14327.654,5457.664,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
214,214,Carlyle Edeson,6/1/2025,Services,Statistician II,19619.16,42.41,25.17,1067.4597,15091.43,4883.35,1934.14,2180.04,30894.6997,26780.5197,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
215,215,Bren Mallett,1/13/2025,Training,Occupational Therapist,12881.67,27.66,109.58,3030.9828,1996.21,2802.61,13429.13,1330.58,15106.2528,346.5428,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
216,216,Melony Dackombe,8/17/2025,Training,Environmental Tech,18168.59,57.71,118.93,6863.4503,1463.03,1595.13,10092.16,570.14,24899.9403,14237.6403,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
217,217,Karlen Chamberlayne,2/15/2025,Sales,VP Marketing,4967.18,28.51,123.93,3533.2443,8803.85,1438.93,4645.49,615.63,15865.3443,10604.2243,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
218,218,Gloriana Braferton,10/24/2025,Support,Analyst Programmer,17258.43,11.7,33.09,387.153,15035.37,2292.36,12133.8,4546.29,30388.593,13708.503,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
219,219,Darryl Lowcock,1/19/2025,Human Resources,Civil Engineer,4431.97,35.54,66.96,2379.7584,9136.59,3755.1,7578.66,247.24,12193.2184,4367.3184,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
220,220,Chaunce Scading,2/16/2025,Human Resources,Staff Accountant II,3934.87,5.67,70.97,402.3999,17398.87,1244.63,7961.64,3115.21,20491.5099,9414.6599,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
221,221,Genvieve MacCarter,8/26/2025,Human Resources,Recruiter,12231.9,49.83,46.76,2330.0508,16450.79,1638.64,6892.3,486.55,29374.1008,21995.2508,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
222,222,Miof mela Cockcroft,6/27/2025,Sales,Nurse Practicioner,19164.59,25.55,91.75,2344.2125,14039.41,3680.93,11978.54,2420.72,31867.2825,17468.0225,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
223,223,Balduin Goodsell,11/24/2025,Services,Tax Accountant,17575.78,44.5,35.65,1586.425,8742.72,2070.59,530.39,3185.74,25834.335,22118.205,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
224,224,Jorge Manuelli,3/11/2025,Sales,Assistant Media Planner,5620.51,49.07,145.5,7139.685,9144.09,2716.73,14562.42,1521.78,19187.555,3103.355,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
225,225,Kalvin Cornick,1/14/2025,Sales,Quality Control Specialist,8405.53,29.35,134.26,3940.531,1700.29,1293.78,5607.0,624.44,12752.571,6521.131,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
226,226,Nicolina Ferrier,11/11/2025,Support,Staff Scientist,4042.01,32.34,87.98,2845.2732,19161.17,4932.05,5471.49,3474.5,21116.4032,12170.4132,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
227,227,Kym Martusewicz,3/23/2025,Engineering,VP Product Management,15843.47,16.85,83.15,1401.0775,4347.85,2456.25,5170.75,691.1,19136.1475,13274.2975,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
228,228,Vick Bisseker,3/3/2025,Services,Payment Adjustment Coordinator,4104.38,3.71,145.24,538.8404,17659.82,3469.11,449.12,4478.65,18833.9304,13906.1604,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
229,229,Horten Tytterton,6/21/2025,Legal,Biostatistician II,5784.16,22.19,70.82,1571.4958,6412.24,2741.65,463.45,2214.34,11026.2458,8348.4558,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
230,230,Garner Fardell,3/7/2025,Human Resources,Senior Developer,10814.47,28.67,23.59,676.3253,3329.02,3429.91,14803.7,2064.97,11389.9053,-5478.7647,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
231,231,Linnet Losel,6/27/2025,Sales,Financial Analyst,8382.81,5.86,19.53,114.4458,10758.65,3101.38,6407.64,4050.88,16154.5258,5696.0058,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
232,232,Pammi Kittley,5/29/2025,Support,Senior Cost Accountant,3899.91,54.76,24.91,1364.0716,13677.99,3663.22,9407.9,1849.42,15278.7516,4021.4316,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
233,233,Lorna Niessen,10/4/2025,Research and Development,VP Quality Control,18403.23,14.49,62.98,912.5802,7535.6,3128.06,14540.46,4321.38,23723.3502,4861.5102,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass
